Issn,journal_name,Journal Title Normalized,URL
1572-0373,Interaction and Iconicity in the Evolution of Language,interaction and iconicity in the evolution of language,https://benjamins.com/catalog/is.18.3
0728-8433,Australian Cultural History,australian cultural history,https://www.cambridge.org/9780521356510
0302-9743,Advances in Blended Learning,advances in blended learning,https://edtechmagazine.com/k12/article/2021/08/hybrid-blended-learning-using-tech-improve-students-experience
0097-6156,Fluorine-Containing Free Radicals,fluorine-containing free radicals,https://pubs.acs.org/doi/pdf/10.1021/bk-1978-0066.ch001
0929-7332,Linguistics in the Netherlands 2014,linguistics in the netherlands 2014,https://benjamins.com/catalog/avt.31
0097-6156,"Food-Borne Toxicants: Formation, Analysis, and Toxicology","food-borne toxicants: formation, analysis, and toxicology",https://pubs.acs.org/isbn/9780841233874
0254-3486,Suid-Afrikaanse Tydskrif vir Natuurwetenskap en Tegnologie,suid-afrikaanse tydskrif vir natuurwetenskap en tegnologie,http://www.satnt.ac.za/
1879-9264,Language Impairment in Bilingual Children,language impairment in bilingual children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2900386/
0075-8434,Graph Theory Singapore 1983,graph theory singapore 1983,https://link.springer.com/book/10.1007/BFb0073099
1871-1340,"What is a verb? – Linguistic, psycholinguistic and developmental perspectives on verbs in Germanic and Semitic languages","what is a verb? – linguistic, psycholinguistic and developmental perspectives on verbs in germanic and semitic languages",https://benjamins.com/catalog/ml.00003.int
0194-5998,Otolaryngology -- Head and Neck Surgery,otolaryngology -- head and neck surgery,https://journals.sagepub.com/home/oto
1525-0016,Molecular Therapy,molecular therapy,https://www.cell.com/molecular-therapy-family/home
0302-9743,Multi-Agent-Based Simulation VI,multi-agent-based simulation vi,https://link.springer.com/book/10.1007/11734680
0929-998X,Sensory Perceptions in Language and Cognition,sensory perceptions in language and cognition,https://benjamins.com/catalog/fol.22.1
0301-5556,Morphology and Innervation of the Fish Heart,morphology and innervation of the fish heart,https://pubmed.ncbi.nlm.nih.gov/3890474/
0229-5113,Private Sponsorship in Canada,private sponsorship in canada,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/help-outside-canada/private-sponsorship-program.html
0306-0322,The African Book Publishing Record,the african book publishing record,https://www.degruyter.com/journal/key/abpr/html?lang=en
1544-9173,PLoS Biology,plos biology,https://journals.plos.org/plosbiology/
1976-913X,Journal of Information Processing Systems,journal of information processing systems,http://jips-k.org/
1932-7447,The Journal of Physical Chemistry C,the journal of physical chemistry c,https://pubs.acs.org/journal/jpccck
0022-3816,The Journal of Politics,the journal of politics,https://www.journals.uchicago.edu/toc/jop/current
0885-4513,Biotechnology and Applied Biochemistry,biotechnology and applied biochemistry,https://iubmb.onlinelibrary.wiley.com/journal/14708744
0002-7162,The ANNALS of the American Academy of Political and Social Science,the annals of the american academy of political and social science,https://journals.sagepub.com/home/ann
0001-8244,Behavior Genetics,behavior genetics,https://www.springer.com/journal/10519
0308-518X,Environment and Planning A: Economy and Space,environment and planning a: economy and space,https://journals.sagepub.com/home/epn
1040-7685,Journal of Microcolumn Separations,journal of microcolumn separations,https://onlinelibrary.wiley.com/journal/1520667x
0179-7158,Strahlentherapie und Onkologie,strahlentherapie und onkologie,https://www.springer.com/journal/66
0947-7411,Heat and Mass Transfer,heat and mass transfer,https://www.springer.com/journal/231
0022-4790,Journal of Surgical Oncology,journal of surgical oncology,https://onlinelibrary.wiley.com/journal/10969098
0091-150X,Pharmaceutical Chemistry Journal,pharmaceutical chemistry journal,https://www.springer.com/journal/11094
0974-6471,Oriental journal of computer science and technology,oriental journal of computer science and technology,https://www.computerscijournal.org/
0039-6265,Survey Review,survey review,http://www.surveyreview.org/
0371-6260,Transactions of the Edinburgh Geological Society,transactions of the edinburgh geological society,https://www.geolsoc.org.uk/Publications/Journals/Transactions-of-the-Edinburgh-Geological-Society
0301-486X,Mycopathologia,mycopathologia,https://www.springer.com/journal/11046
1063-8210,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,ieee transactions on very large scale integration (vlsi) systems,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=92
1225-9276,Asian Journal of Women's Studies,asian journal of women's studies,https://www.tandfonline.com/toc/rajw20/current
1084-4791,Trends in Organized Crime,trends in organized crime,https://www.springer.com/journal/12117
0033-7587,Radiation Research,radiation research,https://meridian.allenpress.com/radiation-research
0010-3624,Communications in Soil Science and Plant Analysis,communications in soil science and plant analysis,https://www.tandfonline.com/toc/lcss20/current
0730-031X,Biotechnology Law Report,biotechnology law report,https://home.liebertpub.com/publications/biotechnology-law-report/6
1749-818X,Language and Linguistics Compass,language and linguistics compass,https://onlinelibrary.wiley.com/journal/1749818x
0733-9429,Journal of Hydraulic Engineering,journal of hydraulic engineering,https://ascelibrary.org/journal/jhend8
0044-2372,Journal of Business Economics,journal of business economics,https://www.springer.com/journal/11573
1084-8770,The European Legacy,the european legacy,https://www.tandfonline.com/toc/cele20/current
0888-3254,East European Politics and Societies: and Cultures,east european politics and societies: and cultures,https://journals.sagepub.com/home/eep
1742-7355,International Journal of Economic Theory,international journal of economic theory,https://onlinelibrary.wiley.com/journal/17427363
0949-944X,Archiv für Entwicklungsmechanik der Organismen,archiv für entwicklungsmechanik der organismen,https://www.biodiversitylibrary.org/bibliography/13307
0302-9743,"Advances in Brain, Vision, and Artificial Intelligence","advances in brain, vision, and artificial intelligence",https://link.springer.com/book/10.1007/978-3-540-75555-5
1056-8190,Papers in Regional Science,papers in regional science,https://rsaiconnect.onlinelibrary.wiley.com/journal/14355957
1940-9052,International Journal of Jungian Studies,international journal of jungian studies,https://brill.com/view/journals/ijjs/ijjs-overview.xml?language=en
2159-5828,Journal of Food Science and Engineering,journal of food science and engineering,https://journals.indexcopernicus.com/journal/40535
1555-5542,Biological Theory,biological theory,https://www.springer.com/journal/13752
0802-6106,International Journal of Applied Linguistics,international journal of applied linguistics,https://onlinelibrary.wiley.com/journal/14734192
1057-9230,Health Economics,health economics,https://onlinelibrary.wiley.com/journal/10991050
1538-7216,Eurasian Geography and Economics,eurasian geography and economics,https://www.tandfonline.com/toc/rege20/current
0332-3315,Irish Educational Studies,irish educational studies,https://www.tandfonline.com/toc/ries20/current
0019-4662,The Indian Economic Journal,the indian economic journal,https://journals.sagepub.com/home/iej
1556-1607,International Journal of Computer-Supported Collaborative Learning,international journal of computer-supported collaborative learning,https://www.springer.com/journal/11412
0091-7613,Geology,geology,https://geology.com/
0939-7140,Zoology in the Middle East,zoology in the middle east,https://www.tandfonline.com/toc/tzme20/current
1431-0651,Extremophiles,extremophiles,https://www.frontiersin.org/articles/10.3389/fmicb.2019.00780/full
1611-2490,Paddy and Water Environment,paddy and water environment,https://www.springer.com/journal/10333
0307-1375,Arboricultural Journal,arboricultural journal,https://www.tandfonline.com/toc/tarb20/current
2158-379X,Journal of Political Power,journal of political power,https://www.tandfonline.com/loi/rpow21
1999-8546,Nepal Journal of Obstetrics and Gynaecology,nepal journal of obstetrics and gynaecology,https://www.nepjol.info/index.php/NJOG
1060-586X,Post-Soviet Affairs,post-soviet affairs,https://www.tandfonline.com/toc/rpsa20/current
1362-0347,Evidence Based Mental Health,evidence based mental health,https://ebmh.bmj.com/
0929-9971,Terminology / International Journal of Theoretical and Applied Issues in Specialized Communication,terminology / international journal of theoretical and applied issues in specialized communication,https://benjamins.com/catalog/term
0868-4952,Informatica,informatica,https://www.informatica.com/
0824-0469,Marine Mammal Science,marine mammal science,https://onlinelibrary.wiley.com/journal/17487692
1759-8885,Journal of Pharmaceutical Health Services Research,journal of pharmaceutical health services research,https://academic.oup.com/jphsr
1687-8132,Advances in Mechanical Engineering,advances in mechanical engineering,https://journals.sagepub.com/home/ade
0890-5487,China Ocean Engineering,china ocean engineering,https://www.springer.com/journal/13344
1567-9896,Aries,aries,https://www.allure.com/story/aries-zodiac-sign-personality-traits
0302-9743,Mechanizing Mathematical Reasoning,mechanizing mathematical reasoning,https://link.springer.com/book/10.1007/b106663
2090-6978,Case Reports in Urology,case reports in urology,https://www.hindawi.com/journals/criu/
1935-1704,The B.E. Journal of Theoretical Economics,the b.e. journal of theoretical economics,https://www.degruyter.com/journal/key/bejte/html?lang=en
2154-7238,The Journal of Index Investing,the journal of index investing,https://jii.pm-research.com/
1327-2314,International Journal of Knowledge-based and Intelligent Engineering Systems,international journal of knowledge-based and intelligent engineering systems,https://www.iospress.com/catalog/journals/international-journal-of-knowledge-based-and-intelligent-engineering-systems
1748-0272,Wood Material Science & Engineering,wood material science & engineering,https://www.tandfonline.com/toc/swoo20/current
1877-0533,Set-Valued and Variational Analysis,set-valued and variational analysis,https://www.springer.com/journal/11228
1744-5485,International Journal of Bioinformatics Research and Applications,international journal of bioinformatics research and applications,https://www.inderscience.com/jhome.php?jcode=ijbra
1593-7879,Mind & Society,mind & society,https://www.mind.org.uk/
1076-8971,"Psychology, Public Policy, and Law","psychology, public policy, and law",https://www.apa.org/pubs/journals/law
0976-5646,RESEARCH JOURNAL OF ANIMAL HUSBANDRY AND DAIRY SCIENCE,research journal of animal husbandry and dairy science,https://www.sryahwapublications.com/journal-of-animal-husbandry-and-dairy-science/
0716-7520,"Logos: Revista de Lingüística, Filosofía y Literatura","logos: revista de lingüística, filosofía y literatura",https://revistas.userena.cl/index.php/logos
0097-6156,Pest Management with Natural Products,pest management with natural products,https://www.ars.usda.gov/arsuserfiles/39853/pubs/Pest%20Manag%20Nat%20Prod%202013%201141%201.pdf
0081-5993,Insights into the Chemistry of Organic Structure-Directing Agents in the Synthesis of Zeolitic Materials,insights into the chemistry of organic structure-directing agents in the synthesis of zeolitic materials,https://link.springer.com/book/10.1007/978-3-319-74289-2
