Issn,journal_name
1752-7260,Bulletin for the Council for British Research in the Levant
1073-0516,ACM Transactions on Computer-Human Interaction
1865-0929,Database and Expert Systems Applications
0065-2598,"Cell Biology and Translational Medicine, Volume 8"
0302-9743,Computational Learning Theory
1553-3832,The Economists’ Voice
2011-6721,Latin American Journal of Content & Language Integrated Learning
0075-8434,On the Pointwise Convergence of Fourier Series
0303-8408,Sozial- und Pr�aventivmedizin SPM
0075-8434,Doubly Stochastic Poisson Processes
0097-6156,Surfactant Adsorption and Surface Solubilization
0302-9743,ECOOP 2011 – Object-Oriented Programming
1069-3424,Seminars in Respiratory Medicine
0097-6156,Ionic Liquids: From Knowledge to Application
1697-7912,Revista iberoamericana de automática e informática industrial
0302-5144,Dialysis-Related Amyloidosis
1865-0929,Challenges of Information Management Beyond the Cloud
0097-6156,Immunoassays or Trace Chemical Analysis
0008-0845,California Agriculture
0097-6156,Phenolic Compounds in Food and Their Effects on Health II
1444-1683,Asia Pacific Family Medicine
0929-8665,Protein and Peptide Letters
0914-2649,Nihon Shoni Arerugi Gakkaishi. The Japanese Journal of Pediatric Allergy and Clinical Immunollogy
1865-0929,Digital Libraries: Supporting Open Science
0302-9743,Multi-Agent-Based Simulation VIII
0303-4240,"Reviews of Physiology, Biochemistry and Pharmacology, Vol. 164"
0003-021X,Oil amp: Soap
0068-0346,Scientific Sources and Teaching Contexts Throughout History: Problems and Perspectives
0075-8434,Probability in Banach Spaces
0075-8434,Séminaire de Probabilités XLI
0268-0513,Open Learning
1464-8989,The Zieschang Gedenkschrift
0724-6145,Regenerative Medicine II
0075-8450,Supersoft X-Ray Sources
1090-7173,Journal of the Gay and Lesbian Medical Association
1756-1108,Chemistry Education Research and Practice
0302-9743,Formal Aspects of Cognitive Processes
1517-8900,Revista de Administração FACES Journal
0075-8434,Infinitary Logic: In Memoriam Carol Karp
1865-0929,"Recent Trends in Analysis of Images, Social Networks and Texts"
0021-9606,The Journal of Chemical Physics
0703-8992,Canadian Journal of Remote Sensing
1367-4803,Bioinformatics
0305-0718,Commonwealth Law Bulletin
0003-0007,Bulletin of the American Meteorological Society
0256-7040,Child's Nervous System
1555-9041,Clinical Journal of the American Society of Nephrology
0007-4551,Bulletin du Cancer
0929-5593,Autonomous Robots
1476-0584,Expert Review of Vaccines
2047-9956,European Journal of Hospital Pharmacy
2075-3470,Counseling Psychology and Psychotherapy
0964-4008,German Politics
1068-9265,Annals of Surgical Oncology
1225-3537,Korean Journal of Environmental Agriculture
1831-4732,EFSA Journal
0954-1020,Antarctic Science
0303-6812,Journal of Mathematical Biology
1750-2640,Influenza and Other Respiratory Viruses
0264-2824,Parliamentary History
0747-9360,Design Issues
0737-6782,Journal of Product Innovation Management
1434-9132,kleintier konkret
0397-7870,Revue Française d Etudes Américaines
0812-3985,Exploration Geophysics
0308-0188,Interdisciplinary Science Reviews
1692-715X,"Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud"
0974-7893,Journal of Threatened Taxa
2190-5525,Applied Petrochemical Research
1936-900X,Western Journal of Emergency Medicine
0092-623X,Journal of Sex & Marital Therapy
1476-8062,International Journal of Art & Design Education
2324-7096,Journal of Investigative Medicine High Impact Case Reports
0899-0220,Somatosensory & Motor Research
1322-7114,International Journal of Nursing Practice
0146-3721,American Journal of Dance Therapy
0350-820X,Science of Sintering
1463-5216,Veterinary Ophthalmology
0007-6791,Business History
1059-1478,Production and Operations Management
0469-6255,Naše more
0027-1322,Moscow University Mathematics Bulletin
0920-4741,Water Resources Management
1369-1457,European Journal of Social Work
2570-9429,Mezinárodní vztahy
0976-495X,ASIAN JOURNAL OF MANAGEMENT
0020-7985,International Migration
1420-0597,Computational Geosciences
1343-9677,Journal of Japan Institute of Electronics Packaging
0270-3181,Physical & Occupational Therapy In Geriatrics
1600-4469,Dental Traumatology
0707-8552,Studies in Political Economy
1608-5914,African Journal of Aquatic Science
1349-4961,Evolutionary and Institutional Economics Review
1741-5357,International Journal of Value Chain Management
0001-7019,Acta Stomatologica Croatica
1749-6020,Critical Studies in Television: The International Journal of Television Studies
0009-725X,Rendiconti del Circolo Matematico di Palermo (1952 -)
1342-0984,Oral Medicine & Pathology
0915-1869,Journal of the Surface Finishing Society of Japan
1551-6857,"ACM Transactions on Multimedia Computing, Communications, and Applications"
1757-8779,International Journal of Critical Computer-Based Systems
1865-0929,Space Information Networks
2007-0705,Nova Scientia
0049-8246,X‐Ray Spectrometry
1758-5082,Biofabrication
1883-4426,Annals of Japan Prosthodontic Society
2045-9858,"Bioinspired, Biomimetic and Nanobiomaterials"
2158-5849,Materials Express
0971-720X,Medico Legal Update
2157-5665,Entrepreneurship Research Journal
0302-9743,Programming Symposium
0022-2348,"Journal of Macromolecular Science, Part B: Physics"
1865-0929,Ubiquitous Computing and Multimedia Applications
1309-0119,Turkiye Klinikleri Archives of Lung
0340-7594,Journal of comparative physiology
0075-8434,Séminaire de Probabilités XXIII
1505-7054,Environmental Medicine
0254-1106,Revista Crítica de Ciências Sociais
1865-0929,Green and Smart Technology with Sensor Applications
0033-5533,Quarterly Journal of Economics
0250-3751,Proliferative Vitreoretinopathy
2090-6579,Case Reports in Hematology
1865-0929,"Knowledge Graph and Semantic Computing. Language, Knowledge, and Intelligence"
1355-4905,Curtis&apos;s Botanical Magazine
2049-7113,American Journal of Cultural Sociology
0097-6156,Phenolic Compounds in Food and Their Effects on Health I
0097-6156,Combined Quantum Mechanical and Molecular Mechanical Methods
0097-6156,Advanced Heterogeneous Catalysts Volume 1: Applications at the Nano-Scale
2148-4570,Ankara Medical Journal
0097-6156,Green Polymer Chemistry: Biobased Materials and Biocatalysis
0097-6156,Introduction to Microlithography
0070-8356,Green Roof Ecosystems
0167-6768,Netherlands Yearbook of International Law 2016
1040-7782,Numerical Heat Transfer: Part A: Applications
2211-4742,Context-dependency of Argumentative Patterns
0390-6701,International Review of Sociology / Revue Internationale de Sociologie
0390-6701,International Review of Sociology / Revue Internationale de Sociologie
0097-6156,Environmental Applications of Chemometrics
0097-6156,Irradiation of Polymeric Materials
0079-6492,Stimulation of the Peripheral Nervous System
0075-8434,Partial Inner Product Spaces
1813-5498,Contemporary Management Research
0077-0892,The Marmoset Periodontium in Health and Disease
2153-8018,Boom: A Journal of California
0075-8434,Differential Equations
0097-6156,Molecule-Based Magnetic Materials
1735-143X,hepatitis monthly
0075-8434,Harmonic Analysis on Reductive p-adic Groups
0075-8434,Finite Element Approximation of the Navier-Stokes Equations
0075-8434,Extreme Eigen Values of Toeplitz Operators
0075-8434,"Mixed Automorphic Forms, Torus Bundles, and Jacobi Forms"
2229-4686,"Researchers World:Journal of Arts, Science and Commerce"
0080-1844,"Symbiosis: Cellular, Molecular, Medical and Evolutionary Aspects"
0302-5144,Acute Kidney Injury - Basic Research and Clinical Practice
0937-4477,"Archiv für Ohren-, Nasen- Kehlkopheilkunde"
0081-3869,Progress in Planar Optical Waveguides
0143-6503,Oxford Journal Of Legal Studies
0075-8434,Topological Stability of Smooth Mappings
0920-3036,K-Theory
1861-2075,Transactions on Computational Systems Biology VIII
0302-9743,"At the Intersection of Language, Logic, and Information"
0302-9743,Data Base Techniques for Pictorial Applications
1814-6333,IINVESTIGACION & DESARROLLO
0724-6145,Future Trends in Biotechnology
0302-9743,OWL: Experiences and Directions – Reasoner Evaluation
1023-0564,Acta Structilia 23(2)
0065-2326,"Cardiovascular Diabetology: Clinical, Metabolic and Inflammatory Facets"
0929-9971,Terminology. International Journal of Theoretical and Applied Issues in Specialized Communication
0301-4851,Molecular Biology Reports
0279-5442,Critical Care Nurse
2051-3380,Respirology Case Reports
0157-244X,Research in Science Education
0149-2063,Journal of Management
0361-1981,Transportation Research Record: Journal of the Transportation Research Board
0033-2917,Psychological Medicine
0921-8971,Journal of Applied Phycology
0950-7116,Welding International
0065-2598,Advances in Experimental Medicine and Biology
0039-0402,Statistica Neerlandica
0004-4687,Asian Survey
1557-0614,Design Management Review
0254-4962,Psychopathology
2222-3959,International Journal of Ophthalmology
0928-9380,Islamic Law and Society
2330-8516,ETS Research Report Series
0951-8967,Mediterranean Historical Review
1433-7398,Brain Tumor Pathology
0332-0758,ÉRIU
0001-2815,Tissue Antigens
1534-7354,Integrative Cancer Therapies
0047-2425,Journal of Environmental Quality
2175-4977,Animus. Revista Interamericana de Comunicação Midiática
2356-5314,International Journal on Smart Material and Mechatronics
2157-9083,Journal of Biomaterials and Tissue Engineering
0748-1187,Death Studies
1740-8865,International Journal of Intelligent Systems Technologies and Applications
0258-0330,Current Studies in Hematology and Blood Transfusion
2399-1399,Food Quality and Safety
1752-3583,International Journal of Dynamical Systems and Differential Equations
0048-6604,Radio Science
0954-898X,Network: Computation in Neural Systems
1369-8249,Civil Wars
0019-8676,Industrial Relations
2378-8321,Critical Values
0951-6433,BioFactors
0003-021X,Journal of Oil & Fat Industries
0947-0875,Neuroforum
0302-9743,"Approximation, Randomization and Combinatorial Optimization. Algorithms and Techniques"
0021-1818,Der Islam
0304-8608,Archiv f�r die gesamte Virusforschung
0008-4476,The Canadian Mineralogist
1882-532X,Japanese Journal of Infection Prevention and Control
1369-6815,Journal of African Cultural Studies
1540-4153,Hispanic Health Care International
1562-3599,International Journal of Construction Management
0036-6978,"NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin"
1868-1026,Journal of Current Chinese Affairs
1536-5581,Conflict Resolution Quarterly
2095-7513,Frontiers of Engineering Management
0143-5671,Fiscal Studies
2223-2516,Revista Digital de Investigación en Docencia Universitaria
1054-8408,Journal of Travel & Tourism Marketing
0302-9743,Computational Logistics
1064-0266,Eating Disorders
1743-5110,International Journal of Product Lifecycle Management
2543-8204,Scientific Journal of Polonia University
1230-1612,Open Systems & Information Dynamics
1341-7649,Journal of Hard Tissue Biology
2349-6983,Annals of Pathology and Laboratory Medicine
2040-3275,Horror Studies
0155-9982,Accounting Forum
1536-1284,IEEE Wireless Communications
2234-8409,Journal of Electromagnetic Engineering and Science
1530-1567,Ambulatory Pediatrics
0014-2239,Études théologiques et religieuses
0943-7592,Zeitschrift für Neuere Theologiegeschichte (Journal for the History of Modern Theology)
2047-7414,Interest Groups & Advocacy
1340-8097,Journal of the Mass Spectrometry Society of Japan
0258-0330,Hemodilution and Flow Improvement
1060-6823,Receptors and Channels
1225-4339,The Korean Journal of Food And Nutrition
2287-075X,Applied Environmental Research
0354-0243,YUJOR
0081-3869,Solid-State Physics
0302-9743,Perspectives of System Informatics
2422-4324,Ingeniería Investigación y Desarrollo
0302-9743,Analysis of Social Media and Ubiquitous Data
0302-9743,The Semantic Web: ESWC 2011 Workshops
2355-9969,Jurnal Wasian
2224-0020,Scientia Militaria - South African Journal of Military Studies
1749-4869,Integrative Zoology
0065-2598,Fish Hearing and Bioacoustics
1436-6002,Medicinal Organometallic Chemistry
1390-650X,INGENIUS
0097-6156,Active Learning in General Chemistry: Whole-Class Solutions
0097-6156,Polymers in Sensors
0097-6156,Technology and Assessment Strategies for Improving Student Learning in Chemistry
0340-9767,Kritikon Litterarum
1537-1727,General Anthropology Bulletin of the General Anthropology Division
1133-0740,Portada de Anuario de Psicología Jurídica
1198-0052,Current Oncology
1300-0160,TURKISH JOURNAL OF ENGINEERING AND ENVIRONMENTAL SCIENCES
0097-6156,Integrated Circuits: Chemical and Physical Processing
0097-6156,Ethanol and Education: Alcohol as a Theme for Teaching Chemistry
0065-2598,Personalised Medicine
0065-2598,Cell Division Machinery and Disease
0097-6156,Process Oriented Guided Inquiry Learning (POGIL)
0142-5471,Highlights of Vision Plus 12
0068-0346,"Sciences in the Universities of Europe, Nineteenth and Twentieth Centuries"
0075-8434,Stochastic Methods in Finance
0097-6156,Lightweight Materials from Biopolymers and Biofibers
0097-6156,Fluid Catalytic Cracking II
1536-2302,Cloning & Stem Cells
0071-9676,Cancer and AIDS
0097-6156,Polymers from Agricultural Coproducts
1743-3533,Advanced Computational Methods in Heat Transfer X
1568-0150,Current Medicinal Chemistry - Central Nervous System Agents
0271-4132,Trends in Number Theory
1860-949X,Computationally Intelligent Systems and their Applications
0249-5627,Agronomy for Sustainable Development
1226-3613,Experimental and Molecular Medicine
0012-3706,Diseases of the Colon & Rectum
1938-2545,The Law & Ethics of Human Rights
2249-5126,Asian Journal of Computer Science & Information Technology
0302-9743,Advances in Web Based Learning – ICWL 2007
0075-8434,The Jacobi-Perron Algorithm Its Theory and Application
0075-8434,Iterates of Piecewise Monotone Mappings on an Interval
0196-8599,Journal of Communication Inquiry
0031-949X,Phytopathology
0081-5993,Principles and Applications of Density Functional Theory in Inorganic Chemistry II
1130-6149,Recerca. Revista de Pensament i Anàlisi
0065-3195,Recent Trends in Radiation Polymer Chemistry
1358-8265,International Journal of Crashworthiness
0022-538X,Journal of Virology
1535-3893,Journal of Proteome Research
