Journal Title,ISSN,Reason,Journal Title Normalized,URL,Data Source,added,Remove_Date,Add_Date,reason_category
Plant Diversity,2468-2659,Still in DOAJ index,plant diversity,http://www.keaipublishing.com/en/journals/plant-diversity/,DOAJ,1.0,1300-01-01 00:00:00,2017-06-15 00:00:00,interesting reason
Plant Gene,2352-4073,Still in DOAJ index,plant gene,,DOAJ,1.0,1300-01-01 00:00:00,2016-09-20 00:00:00,interesting reason
Plant Pathology & Quarantine,2229-2217,Still in DOAJ index,plant pathology & quarantine,http://www.plantpathologyquarantine.org/,DOAJ,1.0,1300-01-01 00:00:00,2016-05-27 00:00:00,interesting reason
Plant Phenome Journal,2578-2703,Still in DOAJ index,plant phenome journal,https://acsess.onlinelibrary.wiley.com/journal/25782703,DOAJ,1.0,1300-01-01 00:00:00,2019-04-23 00:00:00,interesting reason
Plant Phenomics,2643-6515,Still in DOAJ index,plant phenomics,https://spj.sciencemag.org/plantphenomics/,DOAJ,1.0,1300-01-01 00:00:00,2019-08-19 00:00:00,interesting reason
Plant Sociology,2280-1855,Still in DOAJ index,plant sociology,https://plantsociology.arphahub.com/,DOAJ,1.0,1300-01-01 00:00:00,2020-06-23 00:00:00,interesting reason
Plant Stress,2667-064X,Still in DOAJ index,plant stress,https://www.journals.elsevier.com/plant-stress/,DOAJ,1.0,1300-01-01 00:00:00,2021-05-28 00:00:00,interesting reason
Plant Varieties Studying and Protection,2518-1017,Still in DOAJ index,plant varieties studying and protection,http://journal.sops.gov.ua/,DOAJ,1.0,1300-01-01 00:00:00,2017-08-11 00:00:00,interesting reason
Plant-Environment Interactions,2575-6265,Still in DOAJ index,plant-environment interactions,https://onlinelibrary.wiley.com/journal/25756265,DOAJ,1.0,1300-01-01 00:00:00,2021-06-01 00:00:00,interesting reason
Planta Tropika Journal of Agro Science,0216-499X,Still in DOAJ index,planta tropika journal of agro science,,DOAJ,1.0,1300-01-01 00:00:00,2017-07-28 00:00:00,interesting reason
Plants and Environment,2582-3744,Still in DOAJ index,plants and environment,http://plantsandenvironment.peri.org.in/,DOAJ,1.0,1300-01-01 00:00:00,2020-08-25 00:00:00,interesting reason
"Plants, People, Planet",2572-2611,Still in DOAJ index,"plants, people, planet",https://nph.onlinelibrary.wiley.com/journal/25722611,DOAJ,1.0,1300-01-01 00:00:00,2019-09-10 00:00:00,interesting reason
Plasma,2571-6182,Still in DOAJ index,plasma,https://www.mdpi.com/journal/plasma,DOAJ,1.0,1300-01-01 00:00:00,2019-07-30 00:00:00,interesting reason
Plasmatology,2634-8535,Still in DOAJ index,plasmatology,https://journals.sagepub.com/home/bdx,DOAJ,1.0,1300-01-01 00:00:00,2021-08-17 00:00:00,interesting reason
Plastic and Aesthetic Research,2347-9264,Still in DOAJ index,plastic and aesthetic research,,DOAJ,1.0,1300-01-01 00:00:00,2014-11-20 00:00:00,interesting reason
"Plastic and Reconstructive Surgery, Global Open",2169-7574,Still in DOAJ index,"plastic and reconstructive surgery, global open",http://www.prsgo.com,DOAJ,1.0,1300-01-01 00:00:00,2015-01-16 00:00:00,interesting reason
Platform Modernisering Strafvordering,2589-5095,Still in DOAJ index,platform modernisering strafvordering,http://www.moderniseringstrafvordering.nl/home,DOAJ,1.0,1300-01-01 00:00:00,2019-11-20 00:00:00,interesting reason
Plato,2079-7567,Still in DOAJ index,plato,https://impactum-journals.uc.pt/platojournal,DOAJ,1.0,1300-01-01 00:00:00,2020-06-20 00:00:00,interesting reason
Plaza Pública: Revista de Trabajo Social,1852-2459,Still in DOAJ index,plaza pública: revista de trabajo social,http://ojs2.fch.unicen.edu.ar:8080/ojs-3.1.0/index.php/plaza-publica,DOAJ,1.0,1300-01-01 00:00:00,2015-07-10 00:00:00,interesting reason
Pleura and Peritoneum,2364-768X,Still in DOAJ index,pleura and peritoneum,https://www.degruyter.com/view/journals/pp/pp-overview.xml,DOAJ,1.0,1300-01-01 00:00:00,2020-09-03 00:00:00,interesting reason
Plexus,2039-1293,Still in DOAJ index,plexus,,DOAJ,1.0,1300-01-01 00:00:00,2016-03-18 00:00:00,interesting reason
Plurais,2177-5060,Still in DOAJ index,plurais,https://www.revistas.uneb.br/index.php/plurais/index,DOAJ,1.0,1300-01-01 00:00:00,2020-08-04 00:00:00,interesting reason
Plural,2176-8099,Still in DOAJ index,plural,https://www.revistas.usp.br/plural,DOAJ,1.0,1300-01-01 00:00:00,2018-02-09 00:00:00,interesting reason
"Plural: History, Culture, Society",2345-1262,Still in DOAJ index,"plural: history, culture, society",http://plural.upsc.md/,DOAJ,1.0,1300-01-01 00:00:00,2017-03-23 00:00:00,interesting reason
Pneumonologia i Alergologia Polska,2299-8292,Still in DOAJ index,pneumonologia i alergologia polska,https://journals.viamedica.pl/pneumonologia_i_alergologia_pol,DOAJ,1.0,1300-01-01 00:00:00,2016-02-03 00:00:00,interesting reason
Población y Desarrollo,2076-0531,Still in DOAJ index,población y desarrollo,http://revistascientificas.una.py/index.php/RE/index,DOAJ,1.0,1300-01-01 00:00:00,2018-11-16 00:00:00,interesting reason
Podium,1996-2452,Still in DOAJ index,podium,http://podium.upr.edu.cu/index.php/podium,DOAJ,1.0,1300-01-01 00:00:00,2018-03-20 00:00:00,interesting reason
Podstawy Edukacji,2658-2848,Still in DOAJ index,podstawy edukacji,http://podstawyedukacji.ujd.edu.pl,DOAJ,1.0,1300-01-01 00:00:00,2021-05-10 00:00:00,interesting reason
Podzemni Radovi,0354-2904,Still in DOAJ index,podzemni radovi,http://scindeks.ceon.rs/journalDetails.aspx?issn=0354-2904&lang=en,DOAJ,1.0,1300-01-01 00:00:00,2017-07-28 00:00:00,interesting reason
Poiésis,2177-8566,Still in DOAJ index,poiésis,http://periodicos.uff.br/poiesis/index,DOAJ,1.0,1300-01-01 00:00:00,2020-04-08 00:00:00,interesting reason
Polarforschung,2190-1090,Still in DOAJ index,polarforschung,https://www.polarforschung.net/,DOAJ,1.0,1300-01-01 00:00:00,2021-07-12 00:00:00,interesting reason
Police Activity,2454-0692,Still in DOAJ index,police activity,,DOAJ,1.0,1300-01-01 00:00:00,2019-04-24 00:00:00,interesting reason
Police and Investigative Activity,2409-7810,Still in DOAJ index,police and investigative activity,,DOAJ,1.0,1300-01-01 00:00:00,2019-05-20 00:00:00,interesting reason
Policy & Society,1839-3373,Still in DOAJ index,policy & society,http://www.tandfonline.com/RPAS,DOAJ,1.0,1300-01-01 00:00:00,2018-11-29 00:00:00,interesting reason
Policy Design and Practice,2574-1292,Still in DOAJ index,policy design and practice,https://www.tandfonline.com/toc/rpdp20/current,DOAJ,1.0,1300-01-01 00:00:00,2020-03-09 00:00:00,interesting reason
Policy and Governance Review,2580-4820,Still in DOAJ index,policy and governance review,,DOAJ,1.0,1300-01-01 00:00:00,2018-01-09 00:00:00,interesting reason
Policy and Practice: A Development Education Review,2053-4272,Still in DOAJ index,policy and practice: a development education review,http://www.developmenteducationreview.com,DOAJ,1.0,1300-01-01 00:00:00,2018-02-23 00:00:00,interesting reason
Poligramas,0120-4130,Still in DOAJ index,poligramas,http://poligramas.univalle.edu.co/index.php/poligramas/index,DOAJ,1.0,1300-01-01 00:00:00,2018-06-22 00:00:00,interesting reason
Polimery w Medycynie,0370-0747,Still in DOAJ index,polimery w medycynie,http://www.polimery.umed.wroc.pl/en/home/,DOAJ,1.0,1300-01-01 00:00:00,2019-03-19 00:00:00,interesting reason
Polis,1870-2333,Still in DOAJ index,polis,https://polismexico.izt.uam.mx/index.php/rp/index,DOAJ,1.0,1300-01-01 00:00:00,2020-01-21 00:00:00,interesting reason
Polis: Revista de Stiinte Politice,1221-9762,Still in DOAJ index,polis: revista de stiinte politice,http://www.revistapolis.ro/,DOAJ,1.0,1300-01-01 00:00:00,2014-08-21 00:00:00,interesting reason
Polish Hyperbaric Research,2084-0535,Still in DOAJ index,polish hyperbaric research,http://www.degruyter.com/view/j/phr,DOAJ,1.0,1300-01-01 00:00:00,2016-01-28 00:00:00,interesting reason
Polish Journal of English Studies,2545-0131,Still in DOAJ index,polish journal of english studies,http://pjes.edu.pl/start/,DOAJ,1.0,1300-01-01 00:00:00,2020-11-09 00:00:00,interesting reason
Polish Journal of Food and Nutrition Sciences,2083-6007,Still in DOAJ index,polish journal of food and nutrition sciences,http://www.journal.pan.olsztyn.pl,DOAJ,1.0,1300-01-01 00:00:00,2015-01-17 00:00:00,interesting reason
Polish Journal of Management Studies,2081-7452,Still in DOAJ index,polish journal of management studies,,DOAJ,1.0,1300-01-01 00:00:00,2018-10-29 00:00:00,interesting reason
Polish Journal of Microbiology,1733-1331,Still in DOAJ index,polish journal of microbiology,https://www.exeley.com/journal/polish_journal_of_microbiology,DOAJ,1.0,1300-01-01 00:00:00,2018-07-04 00:00:00,interesting reason
Polish Journal of Pathology,2084-9869,Still in DOAJ index,polish journal of pathology,http://www.termedia.pl/Journal/Polish_Journal_of_Pathology-55/Info,DOAJ,1.0,1300-01-01 00:00:00,2015-10-07 00:00:00,interesting reason
Polish Journal of Social Rehabilitation,2392-2656,Still in DOAJ index,polish journal of social rehabilitation,http://www.resocjalizacjapolska.pl/index.php/rp/index,DOAJ,1.0,1300-01-01 00:00:00,2016-01-08 00:00:00,interesting reason
Polish Journal of Thoracic and Cardiovascular Surgery,1897-4252,Still in DOAJ index,polish journal of thoracic and cardiovascular surgery,http://www.termedia.pl/Journal/Kardiochirurgia_i_Torakochirurgia_Polska-40/Info,DOAJ,1.0,1300-01-01 00:00:00,2016-01-20 00:00:00,interesting reason
Polish Political Science Yearbook,0208-7375,Still in DOAJ index,polish political science yearbook,https://czasopisma.marszalek.com.pl/10-15804/ppsy,DOAJ,1.0,1300-01-01 00:00:00,2017-11-26 00:00:00,interesting reason
Politai,2219-4142,Still in DOAJ index,politai,http://revistas.pucp.edu.pe/politai,DOAJ,1.0,1300-01-01 00:00:00,2018-08-03 00:00:00,interesting reason
Politehnika,2584-5373,Still in DOAJ index,politehnika,http://www.politehnika.uniri.hr,DOAJ,1.0,1300-01-01 00:00:00,2018-11-27 00:00:00,interesting reason
Politeia,2232-9641,Still in DOAJ index,politeia,http://scindeks.ceon.rs/journalDetails.aspx?issn=2232-9641&lang=en,DOAJ,1.0,1300-01-01 00:00:00,2018-02-26 00:00:00,interesting reason
Politeja,2391-6737,Still in DOAJ index,politeja,https://journals.akademicka.pl/politeja,DOAJ,1.0,1300-01-01 00:00:00,2021-11-23 00:00:00,interesting reason
Political Research Exchange,2474-736X,Still in DOAJ index,political research exchange,https://www.tandfonline.com/toc/prxx20/current,DOAJ,1.0,1300-01-01 00:00:00,2020-03-09 00:00:00,interesting reason
Political Studies Forum,2067-1318,Still in DOAJ index,political studies forum,https://pfc.uvt.ro/political-studies-forum/,DOAJ,1.0,1300-01-01 00:00:00,2021-07-27 00:00:00,interesting reason
Politicon,2685-6670,Still in DOAJ index,politicon,https://journal.uinsgd.ac.id/index.php/politicon/index,DOAJ,1.0,1300-01-01 00:00:00,2021-03-05 00:00:00,interesting reason
Politics and Governance,2183-2463,Still in DOAJ index,politics and governance,http://www.cogitatiopress.com/politicsandgovernance,DOAJ,1.0,1300-01-01 00:00:00,2014-07-18 00:00:00,interesting reason
Politics and Society,2454-0684,Still in DOAJ index,politics and society,,DOAJ,1.0,1300-01-01 00:00:00,2019-05-19 00:00:00,interesting reason
Politics in Central Europe,1801-3422,Still in DOAJ index,politics in central europe,https://sciendo.com/journal/PCE,DOAJ,1.0,1300-01-01 00:00:00,2016-01-09 00:00:00,interesting reason
Politik Indonesia: Indonesian Political Science Review,2477-8060,Still in DOAJ index,politik indonesia: indonesian political science review,http://journal.unnes.ac.id/nju/index.php/jpi,DOAJ,1.0,1300-01-01 00:00:00,2017-07-03 00:00:00,interesting reason
Politika: Jurnal Ilmu Politik,2502-776X,Still in DOAJ index,politika: jurnal ilmu politik,https://ejournal.undip.ac.id/index.php/politika/index,DOAJ,1.0,1300-01-01 00:00:00,2018-10-09 00:00:00,interesting reason
Politikologija religije,1820-6581,Still in DOAJ index,politikologija religije,,DOAJ,1.0,1300-01-01 00:00:00,2019-06-20 00:00:00,interesting reason
Politikon,2414-6633,Still in DOAJ index,politikon,http://politikon.iapss.org/index.php/politikon,DOAJ,1.0,1300-01-01 00:00:00,2021-01-20 00:00:00,interesting reason
Politička Misao,0032-3241,Still in DOAJ index,politička misao,https://hrcak.srce.hr/politicka-misao?lang=en,DOAJ,1.0,1300-01-01 00:00:00,2018-05-15 00:00:00,interesting reason
Političke Perspektive,2217-561X,Still in DOAJ index,političke perspektive,https://hrcak.srce.hr/ojs/index.php/politicke-perspektive/index,DOAJ,1.0,1300-01-01 00:00:00,2020-10-19 00:00:00,interesting reason
Politologija,1392-1681,Still in DOAJ index,politologija,http://www.journals.vu.lt/politologija,DOAJ,1.0,1300-01-01 00:00:00,2019-03-13 00:00:00,interesting reason
"Polityki Europejskie, Finanse i Marketing",2081-3430,Still in DOAJ index,"polityki europejskie, finanse i marketing",https://pefim.sggw.pl/,DOAJ,1.0,1300-01-01 00:00:00,2021-02-01 00:00:00,interesting reason
Políticas de la Memoria,1668-4885,Still in DOAJ index,políticas de la memoria,https://politicasdelamemoria.cedinci.org,DOAJ,1.0,1300-01-01 00:00:00,2020-04-07 00:00:00,interesting reason
Poljoprivreda i Šumarstvo,0554-5579,Still in DOAJ index,poljoprivreda i šumarstvo,http://www.agricultforest.ac.me/,DOAJ,1.0,1300-01-01 00:00:00,2017-06-01 00:00:00,interesting reason
Pollutants,2673-4672,Still in DOAJ index,pollutants,https://www.mdpi.com/journal/pollutants,DOAJ,1.0,1300-01-01 00:00:00,2021-08-30 00:00:00,interesting reason
Pollution,2383-451X,Still in DOAJ index,pollution,http://jpoll.ut.ac.ir,DOAJ,1.0,1300-01-01 00:00:00,2015-11-09 00:00:00,interesting reason
Polski Przegląd Kartograficzny,0324-8321,Still in DOAJ index,polski przegląd kartograficzny,,DOAJ,1.0,1300-01-01 00:00:00,2016-01-28 00:00:00,interesting reason
Polyglot: Jurnal Ilmiah,1907-6134,Still in DOAJ index,polyglot: jurnal ilmiah,http://ojs.uph.edu/index.php/PJI,DOAJ,1.0,1300-01-01 00:00:00,2017-10-05 00:00:00,interesting reason
Polylinguality and Transcultural Practices,2618-897X,Still in DOAJ index,polylinguality and transcultural practices,http://journals.rudn.ru/polylinguality,DOAJ,1.0,1300-01-01 00:00:00,2019-03-25 00:00:00,interesting reason
Polymath: An Interdisciplinary Arts and Sciences Journal,2153-4314,Still in DOAJ index,polymath: an interdisciplinary arts and sciences journal,https://ojcs.siue.edu/ojs/index.php/polymath,DOAJ,1.0,1300-01-01 00:00:00,2017-08-15 00:00:00,interesting reason
Polymer Testing,1873-2348,Still in DOAJ index,polymer testing,https://www.journals.elsevier.com/polymer-testing,DOAJ,1.0,1300-01-01 00:00:00,2021-02-16 00:00:00,interesting reason
Polyolefins Journal,2322-2212,Still in DOAJ index,polyolefins journal,http://poj.ippi.ac.ir/,DOAJ,1.0,1300-01-01 00:00:00,2016-08-25 00:00:00,interesting reason
Polyphonía,0719-7438,Still in DOAJ index,polyphonía,http://revista.celei.cl/index.php/PREI,DOAJ,1.0,1300-01-01 00:00:00,2018-11-26 00:00:00,interesting reason
Polysaccharides,2673-4176,Still in DOAJ index,polysaccharides,https://www.mdpi.com/journal/polysaccharides,DOAJ,1.0,1300-01-01 00:00:00,2021-08-31 00:00:00,interesting reason
Política & Sociedade,2175-7984,Still in DOAJ index,política & sociedade,https://periodicos.ufsc.br/index.php/politica/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-27 00:00:00,interesting reason
Política Común,2007-5227,Still in DOAJ index,política común,http://quod.lib.umich.edu/p/pc,DOAJ,1.0,1300-01-01 00:00:00,2015-03-10 00:00:00,interesting reason
Política e Gestão Educacional,1519-9029,Still in DOAJ index,política e gestão educacional,http://seer.fclar.unesp.br/rpge/index,DOAJ,1.0,1300-01-01 00:00:00,2017-06-24 00:00:00,interesting reason
Política y Estrategia,0716-7415,Still in DOAJ index,política y estrategia,http://www.politicayestrategia.cl,DOAJ,1.0,1300-01-01 00:00:00,2018-02-16 00:00:00,interesting reason
Política y Gobernanza,2531-0062,Still in DOAJ index,política y gobernanza,https://revistaseug.ugr.es/index.php/polygob/index,DOAJ,1.0,1300-01-01 00:00:00,2020-08-04 00:00:00,interesting reason
Política y Sociedad,1130-8001,Still in DOAJ index,política y sociedad,http://revistas.ucm.es/index.php/POSO/,DOAJ,1.0,1300-01-01 00:00:00,2017-09-04 00:00:00,interesting reason
"Política, Globalidad y Ciudadanía",2395-8448,Still in DOAJ index,"política, globalidad y ciudadanía",http://revpoliticas.uanl.mx/index.php/RPGyC/index,DOAJ,1.0,1300-01-01 00:00:00,2020-01-14 00:00:00,interesting reason
Pons Aelius,2754-2408,Still in DOAJ index,pons aelius,https://www.societies.ncl.ac.uk/pgfnewcastle/e-journal/,DOAJ,1.0,1300-01-01 00:00:00,2021-11-11 00:00:00,interesting reason
Populasi,0853-0262,Still in DOAJ index,populasi,https://jurnal.ugm.ac.id/populasi,DOAJ,1.0,1300-01-01 00:00:00,2017-07-03 00:00:00,interesting reason
Population Horizons,2451-3121,Still in DOAJ index,population horizons,,DOAJ,1.0,1300-01-01 00:00:00,2016-10-14 00:00:00,interesting reason
Population Medicine,2654-1459,Still in DOAJ index,population medicine,http://www.populationmedicine.eu/,DOAJ,1.0,1300-01-01 00:00:00,2020-02-17 00:00:00,interesting reason
Porcine Health Management,2055-5660,Still in DOAJ index,porcine health management,https://porcinehealthmanagement.biomedcentral.com/,DOAJ,1.0,1300-01-01 00:00:00,2015-12-04 00:00:00,interesting reason
Poredbeno Pomorsko Pravo,1331-9914,Still in DOAJ index,poredbeno pomorsko pravo,http://jadranski-zavod.hazu.hr/en/publications/comparative-maritime-law/,DOAJ,1.0,1300-01-01 00:00:00,2018-03-05 00:00:00,interesting reason
Portales: The Undergraduate Journal of the Department of Latin American and Iberian Cultures,2372-9805,Still in DOAJ index,portales: the undergraduate journal of the department of latin american and iberian cultures,https://journals.library.columbia.edu/index.php/portales/,DOAJ,1.0,1300-01-01 00:00:00,2021-05-07 00:00:00,interesting reason
Portes: Revista mexicana de estudios sobre la Cuenca del Pacífico,1870-6800,Still in DOAJ index,portes: revista mexicana de estudios sobre la cuenca del pacífico,http://www.portesasiapacifico.com.mx,DOAJ,1.0,1300-01-01 00:00:00,2015-03-18 00:00:00,interesting reason
Portuguese Journal of Pediatrics,2184-3333,Still in DOAJ index,portuguese journal of pediatrics,,DOAJ,1.0,1300-01-01 00:00:00,2020-03-10 00:00:00,interesting reason
Portuguese Journal of Public Health,2504-3145,Still in DOAJ index,portuguese journal of public health,https://www.karger.com/Journal/Home/275178,DOAJ,1.0,1300-01-01 00:00:00,2020-03-16 00:00:00,interesting reason
Portuguese Review of Mental Health Nursing,1647-2160,Still in DOAJ index,portuguese review of mental health nursing,http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1647-2160&lng=en&nrm=iso,DOAJ,1.0,1300-01-01 00:00:00,2017-02-17 00:00:00,interesting reason
Portugália,0871-4290,Still in DOAJ index,portugália,http://ojs.letras.up.pt/index.php/Port/index,DOAJ,1.0,1300-01-01 00:00:00,2018-05-31 00:00:00,interesting reason
Positron,2301-4970,Still in DOAJ index,positron,http://jurnal.untan.ac.id/index.php/jpositron,DOAJ,1.0,1300-01-01 00:00:00,2017-08-21 00:00:00,interesting reason
Poslovna Izvrsnost,1846-3355,Still in DOAJ index,poslovna izvrsnost,https://businessexcellence.net.efzg.hr/,DOAJ,1.0,1300-01-01 00:00:00,2019-10-09 00:00:00,interesting reason
