,Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
7944,nar genomics and bioinformatics,True,NAR Genomics and Bioinformatics,2631-9268,1677-09-22,2020-07-14,Still in DOAJ index,DOAJ,https://academic.oup.com/nargab,interesting reason
7945,narodna umjetnost,True,Narodna Umjetnost,0547-2504,1677-09-22,2016-09-29,Still in DOAJ index,DOAJ,http://hrcak.srce.hr/narodna-umjetnost,interesting reason
7946,nasleđe,True,Nasleđe,1450-605X,1677-09-22,2017-09-24,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=1450-605X&lang=en,interesting reason
7947,nastava i vaspitanje,True,Nastava i Vaspitanje,0547-3330,1677-09-22,2017-06-22,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=0547-3330&lang=en,interesting reason
7948,nasza przeszłość,True,Nasza Przeszłość,0137-3218,1677-09-22,2021-09-27,Still in DOAJ index,DOAJ,https://ojs.academicon.pl/np,interesting reason
7949,natalia,True,Natalia,0085-3674,1677-09-22,2018-02-17,Still in DOAJ index,DOAJ,http://natalia.org.za/natalia.html,interesting reason
7950,nation state,True,Nation State,2621-735X,1677-09-22,2021-12-17,Still in DOAJ index,DOAJ,https://jurnal.amikom.ac.id/index.php/nsjis,interesting reason
7951,national accounting review,True,National Accounting Review,2689-3010,1677-09-22,2020-08-11,Still in DOAJ index,DOAJ,https://www.aimspress.com/journal/NAR,interesting reason
7952,national journal of clinical anatomy,True,National Journal of Clinical Anatomy,2277-4025,1677-09-22,2020-05-26,Still in DOAJ index,DOAJ,http://www.njca.info/,interesting reason
7953,national journal of laboratory medicine,True,National Journal of Laboratory Medicine,2277-8551,1677-09-22,2016-10-03,Still in DOAJ index,DOAJ,http://njlm.net/,interesting reason
7954,national science review,True,National Science Review,2053-714X,1677-09-22,2020-09-10,Still in DOAJ index,DOAJ,https://academic.oup.com/nsr,interesting reason
7955,national youth advocacy and resilience journal,True,National Youth Advocacy and Resilience Journal,2766-9300,1677-09-22,2022-03-22,Still in DOAJ index,DOAJ,https://digitalcommons.georgiasouthern.edu/nyar/,interesting reason
7956,nativa,True,Nativa,2318-7670,1677-09-22,2014-10-14,Still in DOAJ index,DOAJ,http://periodicoscientificos.ufmt.br/ojs/index.php/nativa/index,interesting reason
7957,natural and engineering sciences,True,Natural and Engineering Sciences,2458-8989,1677-09-22,2017-06-21,Still in DOAJ index,DOAJ,http://www.nesciences.com/,interesting reason
7958,natural gas industry b,True,Natural Gas Industry B,2352-8540,1677-09-22,2015-10-21,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/natural-gas-industry-b/,interesting reason
7959,natural hazards and earth system sciences,True,Natural Hazards and Earth System Sciences,1561-8633,1677-09-22,2015-05-12,Still in DOAJ index,DOAJ,http://www.nat-hazards-earth-syst-sci.net/volumes_and_issues.html,interesting reason
7960,natural hazards research,True,Natural Hazards Research,2666-5921,1677-09-22,2022-06-08,Still in DOAJ index,DOAJ,https://www.keaipublishing.com/en/journals/natural-hazards-research/,interesting reason
7961,natural history sciences,True,Natural History Sciences,2385-0442,1677-09-22,2019-02-15,Still in DOAJ index,DOAJ,https://sisn.pagepress.org/index.php/nhs/index,interesting reason
7962,natural product communications,True,Natural Product Communications,1555-9475,1677-09-22,2020-04-01,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/npx,interesting reason
7963,natural resources and sustainable development,True,Natural Resources and Sustainable Development,2066-6276,1677-09-22,2019-03-15,Still in DOAJ index,DOAJ,http://www.nrsdj.com/,interesting reason
7964,natural sciences,True,Natural Sciences,2698-6248,1677-09-22,2021-12-08,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26986248,interesting reason
7965,nature communications,True,Nature Communications,2041-1723,1677-09-22,2016-01-11,Still in DOAJ index,DOAJ,https://www.nature.com/ncomms/,interesting reason
7966,nature environment and pollution technology,True,Nature Environment and Pollution Technology,2395-3454,1677-09-22,2020-05-12,Still in DOAJ index,DOAJ,http://neptjournal.com,interesting reason
7967,nature-based solutions,True,Nature-Based Solutions,2772-4115,1677-09-22,2022-03-11,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/nature-based-solutions,interesting reason
7968,nature: national academic journal of architecture,True,Nature: National Academic Journal of Architecture,2302-6073,1677-09-22,2017-04-13,Still in DOAJ index,DOAJ,http://journal.uin-alauddin.ac.id/index.php/nucturenature/index,interesting reason
7969,natures sciences sociétés,True,Natures Sciences Sociétés,1240-1307,1677-09-22,2020-08-31,Still in DOAJ index,DOAJ,https://www.nss-journal.org/,interesting reason
7970,nauka i obrazovanie,True,Nauka i Obrazovanie,1994-0408,1677-09-22,2017-03-24,Still in DOAJ index,DOAJ,http://technomag.edu.ru,interesting reason
7971,nauka i szkolnictwo wyższe,True,Nauka i Szkolnictwo Wyższe,1231-0298,1677-09-22,2020-11-10,Still in DOAJ index,DOAJ,https://pressto.amu.edu.pl/index.php/nsw/,interesting reason
7972,nauka i tehnika,True,Nauka i Tehnika,2227-1031,1677-09-22,2016-03-11,Still in DOAJ index,DOAJ,http://sat.bntu.by/,interesting reason
7973,nauka ta progres transportu,True,Nauka ta Progres Transportu,2307-3489,1677-09-22,2015-02-09,Still in DOAJ index,DOAJ,http://stp.diit.edu.ua/,interesting reason
7974,nauka v olimpijskom sporte,True,Nauka v Olimpijskom Sporte,1992-788,1677-09-22,2016-12-07,Still in DOAJ index,DOAJ,http://sportnauka.org.ua/en/,interesting reason
7975,nauki o wychowaniu,True,Nauki o Wychowaniu,2450-4491,1677-09-22,2019-06-11,Still in DOAJ index,DOAJ,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/nauki-o-wychowaniu-studia-interdyscyplinarne/,interesting reason
7976,"naukovij vìsnik nacìonalʹnogo unìversitetu bìoresursìv ì prirodokoristuvannâ ukraïni. serìâ: ekonomìka, agrarnij menedžment ta bìznes",True,"Naukovij Vìsnik Nacìonalʹnogo Unìversitetu Bìoresursìv ì Prirodokoristuvannâ Ukraïni. Serìâ: Ekonomìka, Agrarnij Menedžment ta Bìznes",2222-8586,1677-09-22,2017-06-10,Still in DOAJ index,DOAJ,http://journals.nubip.edu.ua/index.php/Economica,interesting reason
7977,"naukovij vìsnik nacìonalʹnoï akademìï statistiki, oblìku ta auditu",True,"Naukovij Vìsnik Nacìonalʹnoï Akademìï Statistiki, Oblìku ta Auditu",2520-6834,1677-09-22,2017-12-18,Still in DOAJ index,DOAJ,https://nasoa-journal.com.ua/index.php/journal,interesting reason
7978,naukovì zapiski ternopìlʹsʹkogo nacìonalʹnogo pedagogìčnogo unìversitetu imenì volodimira gnatûka. serìâ: pedagogìka,True,Naukovì Zapiski Ternopìlʹsʹkogo Nacìonalʹnogo Pedagogìčnogo Unìversitetu Imenì Volodimira Gnatûka. Serìâ: Pedagogìka,2311-6382,1677-09-22,2017-09-08,Still in DOAJ index,DOAJ,http://nzp.tnpu.edu.ua/,interesting reason
7979,nauplius,True,Nauplius,0104-6497,1677-09-22,2015-09-21,Still in DOAJ index,DOAJ,http://www.scielo.br/scielo.php?script=sci_serial&pid=0104-6497&lng=en&nrm=iso,interesting reason
7980,naučne publikacije državnog univerziteta u novom pazaru,True,Naučne publikacije Državnog univerziteta u Novom Pazaru,2620-0074,1677-09-22,2020-05-05,Still in DOAJ index,DOAJ,https://scindeks.ceon.rs/journaldetails.aspx?issn=2619-998X&lang=en,interesting reason
7981,naučno-pedagogičeskoe obozrenie,True,Naučno-Pedagogičeskoe Obozrenie,2307-6127,1677-09-22,2017-07-12,Still in DOAJ index,DOAJ,http://npo.tspu.edu.ru/en/,interesting reason
7982,naučno-tehničeskij vestnik brânskogo gosudarstvennogo universiteta,True,Naučno-Tehničeskij Vestnik Brânskogo Gosudarstvennogo Universiteta,2413-9920,1677-09-22,2018-01-07,Still in DOAJ index,DOAJ,http://www.ntv-brgu.ru,interesting reason
7983,"naučno-tehničeskij vestnik informacionnyh tehnologij, mehaniki i optiki",True,"Naučno-tehničeskij Vestnik Informacionnyh Tehnologij, Mehaniki i Optiki",2226-1494,1677-09-22,2016-07-02,Still in DOAJ index,DOAJ,http://ntv.ifmo.ru/en/english.htm,interesting reason
7984,naučnyj vestnik mgtu ga,True,Naučnyj Vestnik MGTU GA,2079-0619,1677-09-22,2017-05-07,Still in DOAJ index,DOAJ,http://avia.mstuca.ru,interesting reason
7985,navigator,True,Navigator,0100-1248,1677-09-22,2019-03-20,Still in DOAJ index,DOAJ,http://www.revistanavigator.com.br/index.html,interesting reason
7986,nazariyat: journal for the history of islamic philosophy and sciences,True,Nazariyat: Journal for the History of Islamic Philosophy and Sciences,2547-9415,1677-09-22,2019-10-14,Still in DOAJ index,DOAJ,https://nazariyat.org/en,interesting reason
7987,nazhruna,True,Nazhruna,2614-8013,1677-09-22,2019-02-21,Still in DOAJ index,DOAJ,http://e-journal.ikhac.ac.id/index.php/NAZHRUNA/index,interesting reason
7988,naše gospodarstvo,True,Naše Gospodarstvo,2385-8052,1677-09-22,2016-01-25,Still in DOAJ index,DOAJ,https://sciendo.com/journal/NGOE,interesting reason
7989,"nbp: nauka, bezbednost, policija",True,"NBP: Nauka, bezbednost, policija",0354-8872,1677-09-22,2019-12-22,Still in DOAJ index,DOAJ,https://scindeks.ceon.rs/journaldetails.aspx?issn=0354-8872&lang=en,interesting reason
7990,nefrología,True,Nefrología,0211-6995,1677-09-22,2017-08-17,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/nefrologia/,interesting reason
7991,nefrología (english edition),True,Nefrología (English Edition),2013-2514,1677-09-22,2017-08-17,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/nefrologia-english-edition/,interesting reason
7992,negative pressure wound therapy journal,True,Negative Pressure Wound Therapy Journal,2392-0297,1677-09-22,2019-06-25,Still in DOAJ index,DOAJ,https://www.npwtj.com,interesting reason
7993,negócios em projeção,True,Negócios em Projeção,2178-6259,1677-09-22,2016-03-29,Still in DOAJ index,DOAJ,http://revista.faculdadeprojecao.edu.br/index.php/Projecao1,interesting reason
7994,neonatal medicine,True,Neonatal Medicine,2287-9803,1677-09-22,2019-02-20,Still in DOAJ index,DOAJ,http://www.neo-med.org,interesting reason
7995,neotložnaâ medicinskaâ pomoŝʹ,True,Neotložnaâ Medicinskaâ Pomoŝʹ,2223-9022,1677-09-22,2017-08-10,Still in DOAJ index,DOAJ,http://www.jnmp.ru/jour,interesting reason
7996,neotropical biodiversity,True,Neotropical Biodiversity,2376-6808,1677-09-22,2017-05-10,Still in DOAJ index,DOAJ,http://www.tandfonline.com/tneo,interesting reason
7997,neotropical biology and conservation,True,Neotropical Biology and Conservation,2236-3777,1677-09-22,2016-01-27,Still in DOAJ index,DOAJ,https://neotropical.pensoft.net,interesting reason
7998,nepal journal of biotechnology,True,Nepal Journal of Biotechnology,2467-9313,1677-09-22,2020-10-16,Still in DOAJ index,DOAJ,https://www.nepjol.info/index.php/NJB,interesting reason
7999,nepal journal of neuroscience,True,Nepal Journal of Neuroscience,1813-1956,1677-09-22,2019-08-14,Still in DOAJ index,DOAJ,https://www.nepjol.info/index.php/NJN/index,interesting reason
8000,nepalese medical journal,True,Nepalese Medical Journal,2645-8586,1677-09-22,2019-08-25,Still in DOAJ index,DOAJ,http://www.nepjol.info/index.php/nmj,interesting reason
8001,ners jurnal keperawatan,True,NERS Jurnal Keperawatan,2461-0747,1677-09-22,2019-07-11,Still in DOAJ index,DOAJ,http://ners.fkep.unand.ac.id/index.php/ners/index,interesting reason
8002,nervno-myšečnye bolezni,True,Nervno-Myšečnye Bolezni,2222-8721,1677-09-22,2016-04-17,Still in DOAJ index,DOAJ,http://nmb.abvpress.ru,interesting reason
8003,nesne psikoloji dergisi,True,Nesne Psikoloji Dergisi,2147-6489,1677-09-22,2015-03-02,Still in DOAJ index,DOAJ,http://www.nesnedergisi.com,interesting reason
8004,netcom,True,Netcom,0987-6014,1677-09-22,2016-08-17,Still in DOAJ index,DOAJ,http://netcom.revues.org,interesting reason
8005,netherlands journal of geosciences,True,Netherlands Journal of Geosciences,1573-9708,1677-09-22,2020-09-24,Still in DOAJ index,DOAJ,https://www.cambridge.org/core/journals/netherlands-journal-of-geosciences,interesting reason
8006,network,True,Network,2673-8732,1677-09-22,2021-12-16,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/network,interesting reason
8007,network intelligence studies,True,Network Intelligence Studies,2344-1712,1677-09-22,2015-07-09,Still in DOAJ index,DOAJ,http://nis.seaopenresearch.eu/,interesting reason
8008,network neuroscience,True,Network Neuroscience,2472-1751,1677-09-22,2018-06-01,Still in DOAJ index,DOAJ,https://www.mitpressjournals.org/netn,interesting reason
8009,neumann business review,True,Neumann Business Review,2412-3730,1677-09-22,2017-07-21,Still in DOAJ index,DOAJ,https://journals.epneumann.edu.pe/index.php/NBR,interesting reason
8010,neuphilologische mitteilungen,True,Neuphilologische Mitteilungen,2736-9714,1677-09-22,2021-06-04,Still in DOAJ index,DOAJ,https://journal.fi/nm/,interesting reason
8011,neural regeneration research,True,Neural Regeneration Research,1673-5374,1677-09-22,2014-09-27,Still in DOAJ index,DOAJ,http://www.nrronline.org,interesting reason
8012,neurama,True,Neurama,2341-4936,1677-09-22,2015-02-04,Still in DOAJ index,DOAJ,http://www.neurama.es,interesting reason
8013,neuro-oncology advances,True,Neuro-Oncology Advances,2632-2498,1677-09-22,2020-01-20,Still in DOAJ index,DOAJ,https://academic.oup.com/noa,interesting reason
8014,neuroanatomy and behaviour,True,Neuroanatomy and Behaviour,2652-1768,1677-09-22,2021-08-05,Still in DOAJ index,DOAJ,https://epistemehealth.com/index.php/nab,interesting reason
8015,neurobiology of disease,True,Neurobiology of Disease,0969-9961,1677-09-22,2021-02-02,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neurobiology-of-disease,interesting reason
8016,neurobiology of language,True,Neurobiology of Language,2641-4368,1677-09-22,2021-07-13,Still in DOAJ index,DOAJ,https://direct.mit.edu/nol,interesting reason
8017,neurobiology of pain,True,Neurobiology of Pain,2452-073X,1677-09-22,2018-03-21,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neurobiology-of-pain/,interesting reason
8018,neurobiology of sleep and circadian rhythms,True,Neurobiology of Sleep and Circadian Rhythms,2451-9944,1677-09-22,2017-12-06,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neurobiology-of-sleep-and-circadian-rhythms,interesting reason
8019,neurobiology of stress,True,Neurobiology of Stress,2352-2895,1677-09-22,2016-11-11,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/neurobiology-of-stress/,interesting reason
8020,neuroimage,True,NeuroImage,1095-9572,1677-09-22,2020-06-22,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neuroimage,interesting reason
8021,neuroimage: clinical,True,NeuroImage: Clinical,2213-1582,1677-09-22,2015-02-24,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/neuroimage-clinical/,interesting reason
8022,neuroimage: reports,True,Neuroimage: Reports,2666-9560,1677-09-22,2021-06-18,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neuroimage-reports,interesting reason
8023,neurologia medico-chirurgica,True,Neurologia Medico-Chirurgica,1349-8029,1677-09-22,2021-08-09,Still in DOAJ index,DOAJ,http://jns.umin.ac.jp/nmc-english/index.html,interesting reason
8024,neurological research and practice,True,Neurological Research and Practice,2524-3489,1677-09-22,2019-05-24,Still in DOAJ index,DOAJ,https://neurolrespract.biomedcentral.com/,interesting reason
8025,neurological sciences and neurophysiology,True,Neurological Sciences and Neurophysiology,2636-865X,1677-09-22,2021-07-26,Still in DOAJ index,DOAJ,http://www.nsnjournal.org/,interesting reason
8026,neurology and therapy,True,Neurology and Therapy,2193-6536,1677-09-22,2015-07-07,Still in DOAJ index,DOAJ,https://www.springer.com/journal/40120,interesting reason
8027,neurology perspectives,True,Neurology Perspectives,2667-0496,1677-09-22,2022-06-01,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neurology-perspectives,interesting reason
8028,neurology: genetics,True,Neurology: Genetics,2376-7839,1677-09-22,2016-02-12,Still in DOAJ index,DOAJ,https://ng.neurology.org,interesting reason
8029,neurology: neuroimmunology & neuroinflammation,True,Neurology: Neuroimmunology & Neuroinflammation,2332-7812,1677-09-22,2015-02-18,Still in DOAJ index,DOAJ,https://nn.neurology.org,interesting reason
8030,neurología,True,Neurología,1578-1968,1677-09-22,2019-04-29,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neurologia/,interesting reason
8031,neurología (english edition),True,Neurología (English Edition),2173-5808,1677-09-22,2019-04-29,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/neurologia-english-edition,interesting reason
8032,neuromorphic computing and engineering,True,Neuromorphic Computing and Engineering,2634-4386,1677-09-22,2021-10-13,Still in DOAJ index,DOAJ,https://iopscience.iop.org/journal/2634-4386,interesting reason
8033,neuronal signaling,True,Neuronal Signaling,2059-6553,1677-09-22,2019-03-08,Still in DOAJ index,DOAJ,http://www.neuronalsignaling.org,interesting reason
8034,"neurons, behavior, data analysis, and theory",True,"Neurons, Behavior, Data Analysis, and Theory",2690-2664,1677-09-22,2021-02-12,Still in DOAJ index,DOAJ,https://nbdt.scholasticahq.com,interesting reason
8035,neurophotonics,True,Neurophotonics,2329-4248,1677-09-22,2019-07-11,Still in DOAJ index,DOAJ,https://www.spiedigitallibrary.org/journals/neurophotonics,interesting reason
8036,neuropsychopharmacology reports,True,Neuropsychopharmacology Reports,2574-173X,1677-09-22,2018-08-20,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/2574173x,interesting reason
8037,neuroregulation,True,NeuroRegulation,2373-0587,1677-09-22,2015-04-20,Still in DOAJ index,DOAJ,http://www.neuroregulation.org,interesting reason
8038,neurosci,True,NeuroSci,2673-4087,1677-09-22,2021-05-26,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/neurosci,interesting reason
